name_old,name_clean,address,city,postal_cod,"address, c",phone,email,field_9,website,Source,Latitude,Longitude
GrowersMarket,Growers Market,454 Willamette,,97401,"454 Willamette, , 97401",541-687-1145,http://www.growersmarket.net/,,https://www.nationalco-opdirectory.com,,,
Plain Food Co-op,Plain  Food  Co-op,46  River  St.,,13339,"46  River  St., , 13339",518 993-4194,,,Food for change,,42.9319703,-74.6230028
Sevananda Natural Foods Market,Sevananda  Natural  Foods  Market,467  Moreland  Ave  N E,,30307,"467  Moreland  Ave  N E, , 30307",(404) 681-2831,,,http://www.sevananda.coop,https://www.ncg.coop/,42.96680335,-71.4517200862029
Granary Food Co-op,Granary  Food  Co-op,47 2nd  Street,,56278,"47 2nd  Street, , 56278",320 839-6204,,,Food for change,,39.7459871,-105.0816316
Ocean Beach People's Organic Food Co-op,Ocean  Beach  People's  Organic  Food  Co-op,4765  Voltaire  Street,,92107,"4765  Voltaire  Street, , 92107",(619) 224-1387,,,http://www.obpeoplesfood.coop,https://www.ncg.coop/,39.98151,-74.06625
Mille Lacs Area Food Co-op,Mille  Lacs  Area  Food  Co-op,47816  Main  St,,56342,"47816  Main  St, , 56342",320 676-3813,,,Food for change,,45.935249,-93.645495
ChathamMarketplace,Chatham Marketplace,480 Hillsboro Street Ste320,Pittsboro,27312,"480 Hillsboro Street Ste320,  Pittsboro, 27312",919-542-2643,http://chathammarketplace.coop,,https://www.nationalco-opdirectory.com,,,
Mariposa Food Co-op,Mariposa  Food  Co-op,4824  Baltimore  Avenue,,19143,"4824  Baltimore  Avenue, , 19143",(215) 729-2121,mariposa@mariposa.coop,,http://www.mariposa.coop,https://www.ncg.coop/,39.94804465,-75.2206507595471
Syracuse Cooperative Market (Salina),Syracuse  Cooperative  Market ( Salina),484  South  Salina  Street,,13202,"484  South  Salina  Street, , 13202",(315) 552-0029,,,http://www.syracuse.coop,https://www.ncg.coop/,40.805774,-73.873749
St Johnsbury Food Co-op,St  Johnsbury  Food  Co-op,490  Portland  Street,,5819,"490  Portland  Street, , 05819",802 748-9498,,,Food for change,,44.428988,-72.008287
IowaFoodCooperative(Multiplepickuplocations),Iowa Food Cooperative( Multiplepickuplocations),4944 Franklin Ave. Ste. G,,50310,"4944 Franklin Ave. Ste. G, , 50310",515.978.1034,http://www.iowafood.org,,https://www.nationalco-opdirectory.com,,,
East Lansing Food Cooperative,East  Lansing  Food  Cooperative,4960  Northwind  Drive,,48823,"4960  Northwind  Drive, , 48823",517 337-1266,,,Food for change,,42.736513,-84.479924
Marsh River Cooperative,Marsh  River  Cooperative,5  Veterans  Hwy,,4921,"5  Veterans  Hwy, , 04921",207 722-3212,,,Food for change,,44.552468,-69.1224278
The Merc Co+op (KCK),The  Merc  Co+op ( K C K),501  Minnesota  Avenue,,66101,"501  Minnesota  Avenue, , 66101",(913) 320-0404,ownerservices@themerc.coop,,http://www.themerc.coop,https://www.ncg.coop/,39.452616,-104.744427
Marquette Food Co-op (Washington St.),Marquette  Food  Co-op ( Washington  St.),502  West  Washington  Street,,49855,"502  West  Washington  Street, , 49855",(906) 225-0671,info@marquettefood.coop,,http://www.marquettefood.coop,https://www.ncg.coop/,46.54505985,-87.4026538423802
Topeka Natural Food Co-op,Topeka  Natural  Food  Co-op,503  Southwest  Washburn  Avenue,,66606,"503  Southwest  Washburn  Avenue, , 66606",785 235-2309,,,Food for change,,39.042021,-95.698306
PCC Natural Markets - Seward Park,P C C  Natural  Markets -  Seward  Park,5041  Wilson  Avenue,,98118,"5041  Wilson  Avenue, , 98118",206 723-2720,,,Food for change,,,
Natural Harvest Co-op,Natural  Harvest  Co-op,505 3rd  Street,,55792,"505 3rd  Street, , 55792",218 741-4663,,,Food for change,,37.266064,-107.016666
Kalamazoo People's Food Co-op,Kalamazoo  People's  Food  Co-op,507  Harrison  St.,,49007,"507  Harrison  St., , 49007",269-342-5686,,,Food for change,,42.296112,-85.5750705
PFC Natural Grocery & Deli,P F C  Natural  Grocery &  Deli,507  Harrison  Street,,49007,"507  Harrison  Street, , 49007",(269) 342-5686,,,http://www.pfckalamazoo.coop,https://www.ncg.coop/,40.6751102,-73.9815383
Bexley Natural Market,Bexley  Natural  Market,508  North  Cassady  Avenue,Columbus,43209,"508  North  Cassady  Avenue,  Columbus, 43209",614 252-3951,http://www.bexleynaturalmarket.org,,Food for change,,39.98090865,-82.931702274821
Moon Co-op,Moon  Co-op,512  S  Locust  St.,,45056,"512  S  Locust  St., , 45056",513 280-5020,,,Food for change,,39.5058983,-84.7505626
Pocatello Co-op Natural Foods Market Inc,Pocatello  Co-op  Natural  Foods  Market  Inc,515  N  Main  St,,83204,"515  N  Main  St, , 83204",208 232-2181,,,Food for change,,37.2353076,-80.4200613
Trillium Natural Foods,Trillium  Natural  Foods,517  Springdale  Street,,53572,"517  Springdale  Street, , 53572",608 437-5288,,,Food for change,,44.95957145,-124.012416847586
People's Food Co-op (Rochester),People's  Food  Co-op ( Rochester),519 1st  Ave  S W,,55902,"519 1st  Ave  S W, , 55902",(507) 289-9061,,,http://www.pfc.coop,https://www.ncg.coop/,44.0172555,-92.4648045
Concord Food Co-op (New London),Concord  Food  Co-op ( New  London),52  Newport  Road,New  London,3257,"52  Newport  Road,  New  London, 03257",(603) 526-6650,info@concordfoodcoop.coop,,http://www.concordfoodcoop.coop,https://www.ncg.coop/,39.917123,-104.92689
Kearsarge Cooperative Grocer,Kearsarge  Cooperative  Grocer,52  Newport  Road  New,,3257,"52  Newport  Road  New, , 03257",603 526-6650,,,Food for change,,44.07535,-71.11757
Silver City Food Co-op,Silver  City  Food  Co-op,520  North  Bullard  Street,,88061,"520  North  Bullard  Street, , 88061",(575) 388-2343,,,http://www.silvercityfoodcoop.coop,https://www.ncg.coop/,32.7722892,-108.275891319317
Menomonie Market Food Co-op,Menomonie  Market  Food  Co-op,521 2nd  Street,,54751,"521 2nd  Street, , 54751",715 235-6533,,,Food for change,,44.8761693,-91.9198737338923
Daily Groceries Co-op,Daily  Groceries  Co-op,523  Prince  Avenue,,30601,"523  Prince  Avenue, , 30601",(706) 548-1732,info@dailygroceries.org,,http://www.dailygroceries.org,https://www.ncg.coop/,33.96060225,-83.3858813369789
Co-op Market Grocery & Deli,Co-op  Market  Grocery &  Deli,526  Gaffney  Road,Fairbanks,99701,"526  Gaffney  Road,  Fairbanks, 99701",(907) 457-1023,,,http://www.coopmarket.org/,https://www.ncg.coop/,64.837328,-147.715394
Co-opMarketGrocery&Deli,Co-op Market Grocery& Deli,526 Gaffney Road,Fairbanks,99701,"526 Gaffney Road,  Fairbanks, 99701",907-457-1023,http://coopmarket.org/,,https://www.nationalco-opdirectory.com,,34.19801,-118.26102
Tidal Creek Cooperative,Tidal  Creek  Cooperative,5329  Oleander  Drive,,28403,"5329  Oleander  Drive, , 28403",910 799-2667,,,Food for change,,29.679837,-98.645518
Placerville Food Co-op,Placerville  Food  Co-op,535  Placerville  Drive,,95667,"535  Placerville  Drive, , 95667",(530) 621-3663,,,http://www.placervillefood.coop,https://www.ncg.coop/,38.01666,-108.0534
Weavers Way Co-op (Mt. Airy),Weavers  Way  Co-op ( Mt.  Airy),559  Carpenter  Lane,,19119,"559  Carpenter  Lane, , 19119",(215) 843-2350,contact@weaversway.coop,,http://www.weaversway.coop,https://www.ncg.coop/,40.04658745,-75.196009105185
Harvest Coop Markets,Harvest  Coop  Markets,57  South  Street,,2130,"57  South  Street, , 02130",617 524-1667,,,Food for change,,,
Abundance Food Co-op,Abundance  Food  Co-op,571  South  Avenue,Rochester,14620,"571  South  Avenue,  Rochester, 14620",(585) 454-2667,,,http://www.abundance.coop/,https://www.ncg.coop/,43.14426595,-77.6052436204696
DurangoNaturalFoods,Durango Natural Foods,575 E8th Avenue,,81301,"575 E8th Avenue, , 81301",970-247-8129,http://www.durangonaturalfoods.coop,,https://www.nationalco-opdirectory.com,,,
4th Street Food Co-op,4th  Street  Food  Co-op,58  East 4th  Street,New  York,10003,"58  East 4th  Street,  New  York, 10003",212 674-3623,,,Food for change,,40.72665,-73.9907961
Harvest Co-op Markets,Harvest  Co-op  Markets,580  Massachusetts  Avenue,,2139,"580  Massachusetts  Avenue, , 02139",617 661-1580,,,Food for change,,39.471678,-84.552055
East Aurora Co-op Market,East  Aurora  Co-op  Market,591  Main  Street,,14052,"591  Main  Street, , 14052",(716) 655-2667,info@eastaurora.coop,,http://www.eastaurora.coop,https://www.ncg.coop/,,
Springfield Food Co-op,Springfield  Food  Co-op,6  Main  Street,,5156,"6  Main  Street, , 05156",(802) 885-3363,,,http://www.springfieldfood.coop,https://www.ncg.coop/,43.2995716,-72.4813862
Feather River Food Co-op (Portola),Feather  River  Food  Co-op ( Portola),60  N.  Pine  Street,,96122,"60  N.  Pine  Street, , 96122",(530) 832-1642,,,http://www.featherriver.coop,https://www.ncg.coop/,27.906786,-82.68154
Hendersonville Community Co-op (South Charleston Lane),Hendersonville  Community  Co-op ( South  Charleston  Lane),60  South  Charleston  Lane,,28792,"60  South  Charleston  Lane, , 28792",(828) 693-0505,,,http://www.hendersonville.coop,https://www.ncg.coop/,35.30532375,-82.448996893261
FeatherRiverFoodCo-op(2stores)•,Feather River Food Co-op(2stores)•,60 North Pine Street,,96122,"60 North Pine Street, , 96122",530-832-1642,https://featherriver.coop/,,https://www.nationalco-opdirectory.com,,,
PCC Community Markets (Fremont),P C C  Community  Markets ( Fremont),600  N 34th  Street,,98103,"600  N 34th  Street, , 98103",(206) 632-6811,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.6757093,-122.2000589
Deep Roots Market,Deep  Roots  Market,600  North  Eugene  Street,,27401,"600  North  Eugene  Street, , 27401",(336) 292-9216,,,http://www.deeprootsmarket.coop,https://www.ncg.coop/,47.6122795,-122.2020997
PCC Natural Markets - Fremont,P C C  Natural  Markets -  Fremont,600  North 34th  Street,,98103,"600  North 34th  Street, , 98103",206 632-6811,,,Food for change,,47.7926305,-122.2145576
DeepRootsMarket,Deep Roots Market,600 N. Eugene St.,,27401,"600 N. Eugene St., , 27401",336-292-9216,http://www.deeprootsmarket.com,,https://www.nationalco-opdirectory.com,,,
Viroqua Food Co+op,Viroqua  Food  Co+op,609  N.  Main  St.,,54665,"609  N.  Main  St., , 54665",(608) 637-7511,outreach@viroquafood.coop,,http://www.viroquafood.coop,https://www.ncg.coop/,43.556959,-90.88624
Viroqua Food Co-op,Viroqua  Food  Co-op,609  North  Main  Street,,54665,"609  North  Main  Street, , 54665",608 637-7511,,,Food for change,,43.556959,-90.88624
Whole Foods Co-op - Duluth (Hillside),Whole  Foods  Co-op -  Duluth ( Hillside),610  E. 4th  Street,,55805,"610  E. 4th  Street, , 55805",(218) 728-0884,info@wholefoods.coop,,http://www.wholefoods.coop,https://www.ncg.coop/,46.7955203,-92.094182
Whole Foods Co-op,Whole  Foods  Co-op,610  East 4th  Street,,55805,"610  East 4th  Street, , 55805",218 728-0884,,,Food for change,,46.7955203,-92.094182
Pomme De Terre Foods,Pomme  De  Terre  Foods,613  Atlantic  Avenue,,56267,"613  Atlantic  Avenue, , 56267",320 589-4332,,,Food for change,,46.064813,-95.956254
Opportunity Threas,Opportunity  Threas,617  Carbon  City  Road,,28655,"617  Carbon  City  Road, , 28655",,,,https://www.opportunitythreads.com/,,32.9403882,-107.5502646
Syracuse Cooperative Market (Kensington),Syracuse  Cooperative  Market ( Kensington),618  Kensington  Road,,13210,"618  Kensington  Road, , 13210",(315) 472-1385,,,http://www.syracuse.coop,https://www.ncg.coop/,43.03186,-76.1164127
Syracuse Real Food Co-op,Syracuse  Real  Food  Co-op,618  Kensington  Road,,13210,"618  Kensington  Road, , 13210",315 472-1385,,,Food for change,,43.043536,-76.148211
Davis Food Co-op,Davis  Food  Co-op,620  G  Street,,95616,"620  G  Street, , 95616",(530) 758-2667,,,http://www.davisfood.coop,https://www.ncg.coop/,38.550067,-121.725799
Mississippi Market (Selby),Mississippi  Market ( Selby),622  Selby  Avenue,,55104,"622  Selby  Avenue, , 55104",(651) 310-9499,,,http://www.msmarket.coop,https://www.ncg.coop/,44.94636305,-93.1266405049327
Mississippi Market Natural Foods Co-op,Mississippi  Market  Natural  Foods  Co-op,622  Selby  Avenue,,55104,"622  Selby  Avenue, , 55104",651 310-9499,,,Food for change,,44.91834295,-93.1401110636189
Hunger Mountain Co-op,Hunger  Mountain  Co-op,623  Stone  Cutters  Way,,5602,"623  Stone  Cutters  Way, , 05602",(802) 223-8000,info@hungermountain.coop,,http://www.hungermountain.coop,https://www.ncg.coop/,44.25309845,-72.5716224389311
Stevens Point Area Co-op,Stevens  Point  Area  Co-op,633 2nd  Street,,54481,"633 2nd  Street, , 54481",715 341-1555,,,Food for change,,44.5289963,-89.5855451777474
CityFoods(Closed),City Foods( Closed),634 Main St,Lafayette,47901,"634 Main St,  Lafayette, 47901",765-746-6903,http://www.cityfoods.org,,https://www.nationalco-opdirectory.com,,,
FoodFrontCooperativeGrocery(CLOSED),Food Front Cooperative Grocery( C L O S E D),6344 S W Capital Highway,,97239,"6344 S W Capital Highway, , 97239",503-546-6559,http://www.foodfront.coop,,https://www.nationalco-opdirectory.com,,,
Lakewinds Food Co-op (Richfield),Lakewinds  Food  Co-op ( Richfield),6420  Lyndale  Avenue  South,,55423,"6420  Lyndale  Avenue  South, , 55423",(612) 814-8000,,,http://www.lakewinds.coop,https://www.ncg.coop/,44.88652345,-93.2885137172743
PCC Community Markets (View Ridge),P C C  Community  Markets ( View  Ridge),6514 40th  Ave.  N E,,98115,"6514 40th  Ave.  N E, , 98115",(206) 526-7661,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.6757093,-122.2000589
PCC Natural Markets - View Ridge,P C C  Natural  Markets -  View  Ridge,6514 40th  Avenue,,98115,"6514 40th  Avenue, , 98115",206 526-7661,,,Food for change,,43.259304,-76.249166
Isla Vista Food Co-op,Isla  Vista  Food  Co-op,6575  Seville  Road,,93117,"6575  Seville  Road, , 93117",(805) 968-1401,ivfc.outreach@gmail.com,,http://www.islavistafood.coop,https://www.ncg.coop/,34.416486,-119.857989
Sunseed Food Co-op Inc,Sunseed  Food  Co-op  Inc,6615  North  Atlantic  Avenue,,32920,"6615  North  Atlantic  Avenue, , 32920",321 784-0930,,,Food for change,,28.376966,-80.606085171235
Finland Co-op Co.,Finland  Co-op  Co.,6648  State  Highway 1,,55603,"6648  State  Highway 1, , 55603",218 353-7389,,,Food for change,,47.4109304,-91.2458016980174
Oak Center General Store,Oak  Center  General  Store,67011  Highway 63,,55041,"67011  Highway 63, , 55041",507 753-2080,,,Food for change,,44.3542218,-92.4005691
CommunityMarketNaturalFoods(2stores)•CommunityMarketattheBarlow,Community Market Natural Foods(2stores)• Community Marketatthe Barlow,6762 Sebastopol Ave.,Sebastopol,95472,"6762 Sebastopol Ave.,  Sebastopol, 95472",707-407-4020,https://www.cmnaturalfoods.com/,,https://www.nationalco-opdirectory.com,,,
Willy Street Co-op—West,Willy  Street  Co-op— West,6825  University  Avenue,,53562,"6825  University  Avenue, , 53562",608 284-7800,,,Food for change,,43.282522,-82.605573
Blue Hill Co-op,Blue  Hill  Co-op,70  South  Street,Blue  Hill,4614,"70  South  Street,  Blue  Hill, 04614",(207) 374-2165,info@bluehill.coop,,http://www.bluehill.coop,https://www.ncg.coop/,44.404789,-68.5929711
Chequamegon Food Co-op,Chequamegon  Food  Co-op,700  Main  Street  West,Ashland,54806,"700  Main  Street  West,  Ashland, 54806",(715) 682-8251,outreach@cheqfood.coop,,http://www.chequamegonfoodcoop.com,https://www.ncg.coop/,46.5879302,-90.8907754
Outpost Natural Foods Co-op (State),Outpost  Natural  Foods  Co-op ( State),7000  West  State  Street,,53213,"7000  West  State  Street, , 53213",(414) 778-2012,,,http://www.outpost.coop,https://www.ncg.coop/,43.0480247,-87.9997404
GreenStar Cooperative Market,Green Star  Cooperative  Market,701  W  Buffalo  St,,14850,"701  W  Buffalo  St, , 14850",607 273-9392,,,Food for change,,40.8060506,-73.8747022335872
Eats Natural Foods,Eats  Natural  Foods,708  North  Main  Street,,24060,"708  North  Main  Street, , 24060",540 552-2279,,,Food for change,,37.2351995,-80.4202588
Clear Creek Food Co-op,Clear  Creek  Food  Co-op,710  East  Main  Street,Richmond,47374,"710  East  Main  Street,  Richmond, 47374",765 939-4390,,,Food for change,,39.826791,-104.964344
Hendersonville Community Co-op,Hendersonville  Community  Co-op,715  South  Grove  Street,,28792,"715  South  Grove  Street, , 28792",828 693-0505,,,Food for change,,35.30532375,-82.448996893261
Weaver Street Market (Chapel Hill),Weaver  Street  Market ( Chapel  Hill),716  Market  Street,,27516,"716  Market  Street, , 27516",(919) 929-2009,,,http://www.weaverstreetmarket.coop,https://www.ncg.coop/,35.8801334,-79.0660226
Bisbee Food Co-op,Bisbee  Food  Co-op,72  Erie  Street,Bisbee,85603,"72  Erie  Street,  Bisbee, 85603",520 432-4011,,Closed per National Co-op Dir,Food for change,,31.43099945,-109.894552018292
Crow Wing Food Co-op,Crow  Wing  Food  Co-op,720  Washington  Street,,56401,"720  Washington  Street, , 56401",218 828-4600,,,Food for change,,46.3577488,-94.19799285
ClaytonFoodCo-op(CLOSED),Clayton Food Co-op( C L O S E D),720 James St,Clayton,13624,"720 James St,  Clayton, 13624",315-686-3242,http://www.claytonfood.com,,https://www.nationalco-opdirectory.com,,,
Ukiah Natural Foods Co-op,Ukiah  Natural  Foods  Co-op,721  South  State  St.,,95482,"721  South  State  St., , 95482",(707) 462-4778,,,http://www.ukiahcoop.com/,https://www.ncg.coop/,39.1432141,-123.205084
Ukiah Natural Foods,Ukiah  Natural  Foods,721  South  State  Street,,95482,"721  South  State  Street, , 95482",707 462-4778,,,Food for change,,39.1432141,-123.205084
Natural Harvest Food Co-op,Natural  Harvest  Food  Co-op,732  North 4th  Street,,55792,"732  North 4th  Street, , 55792",(218) 741-4663,,,http://naturalharvest.coop/,https://www.ncg.coop/,37.266064,-107.016666
Riverwest Co-op,Riverwest  Co-op,733  East  Clarke  Street,,53212,"733  East  Clarke  Street, , 53212",414 264-7933,,,Food for change,,43.0655215,-87.901786
Barrels Market,Barrels  Market,74  Main  St,Waterville,4901,"74  Main  St,  Waterville, 04901",207 660-4844,,,Food for change,,43.478255,-109.72818
Mississippi Market (East 7th Street),Mississippi  Market ( East 7th  Street),740  East 7th  Street,,55106,"740  East 7th  Street, , 55106",(651) 495-5602,,,http://www.msmarket.coop,https://www.ncg.coop/,36.751668,-98.353413
Natural Foods Co-op of SLO,Natural  Foods  Co-op of  S L O,745  Francis  Street,,93401,"745  Francis  Street, , 93401",805 544-7928,,,Food for change,,39.773042,-104.777357
Good Tern Natural Foods Store,Good  Tern  Natural  Foods  Store,750  Main  Street,,4841,"750  Main  Street, , 04841",207 594-8822,,,Food for change,,,
PCC Community Markets (Greenlake Aurora),P C C  Community  Markets ( Greenlake  Aurora),7504  Aurora  Ave.  North,,98103,"7504  Aurora  Ave.  North, , 98103",(206) 525-3586,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.6757093,-122.2000589
PCC Natural Markets - Greenlake,P C C  Natural  Markets -  Greenlake,7504  Aurora  Avenue,,98103,"7504  Aurora  Avenue, , 98103",206 525-3586,,,Food for change,,47.7926305,-122.2145576
East End Food Co-op,East  End  Food  Co-op,7516  Meade  Street,,15208,"7516  Meade  Street, , 15208",(412) 242-3598,,,http://www.eastendfood.coop,https://www.ncg.coop/,40.4482486,-79.8957893
Outpost Natural Foods Co-op (Mequon),Outpost  Natural  Foods  Co-op ( Mequon),7590  West  Mequon  Road,,53092,"7590  West  Mequon  Road, , 53092",(262) 242-0426,,,http://www.outpost.coop,https://www.ncg.coop/,43.22236355,-88.0028143433592
Rutland Area Food Co-op,Rutland  Area  Food  Co-op,77  Wales  Street,,5701,"77  Wales  Street, , 05701",(802) 773-0737,,,http://www.rutlandcoop.com,https://www.ncg.coop/,43.60598095,-72.9776498731432
GreenStarCooperativeMarket(3stores)•WestEndlocation,Green Star Cooperative Market(3stores)• West Endlocation,770 Cascadilla St,,14850,"770 Cascadilla St, , 14850",607-273-9392,http://www.greenstar.coop,,https://www.nationalco-opdirectory.com,,,
The San Juan Island Food Co-op,The  San  Juan  Island  Food  Co-op,775  Mullis  St.,,98250,"775  Mullis  St., , 98250",360-370-5170,,,Food for change,,38.239676,-104.588051
Elm City Market,Elm  City  Market,777  Chapel  Street,,6510,"777  Chapel  Street, , 06510",203 624-0441,,,Food for change,,41.3052712,-72.9234482
Park Slope Food Coop,Park  Slope  Food  Coop,782  Union  Street,,11215,"782  Union  Street, , 11215",(718) 783-2187,,,http://www.foodcoop.com,https://www.ncg.coop/,40.67472945,-73.9768150415507
HighPlainsFoodCooperative(*NotaStorefront),High Plains Food Cooperative(* Nota Storefront),7900 E. Union Ave Ste.200,,80237,"7900 E. Union Ave Ste.200, , 80237",785-626-6082,http://www.highplainsfood.org,,https://www.nationalco-opdirectory.com,,,
Creekside Co-op,Creekside  Co-op,7909  High  School  Rd,Elkins  Park,19027,"7909  High  School  Rd,  Elkins  Park, 19027",215-557-4480,,,Food for change,,40.0719669,-75.1269744
Putney Food Co-op,Putney  Food  Co-op,8  Carol  Brown  Way,,5346,"8  Carol  Brown  Way, , 05346",(802) 387-5866,ptnycoop@sover.net,,http://www.putneyfood.coop,https://www.ncg.coop/,42.96801475,-72.5230999063773
Lexington Real Foods Community,Lexington  Real  Foods  Community,807  Elmwood  Ave,,14222,"807  Elmwood  Ave, , 14222",716-886- 2667,,,Food for change,,,
Lexington Cooperative Market (Elmwood),Lexington  Cooperative  Market ( Elmwood),807  Elmwood  Ave.,,14222,"807  Elmwood  Ave., , 14222",(716) 886-2667,,,http://www.lexington.coop,https://www.ncg.coop/,39.2743372,-77.640383864691
North Coast Co-op (Arcata),North  Coast  Co-op ( Arcata),811  I  Street,,95521,"811  I  Street, , 95521",(707) 822-5947,,,http://www.northcoast.coop/,https://www.ncg.coop/,40.86903245,-124.088786084714
Sugar Beet Food Co-op,Sugar  Beet  Food  Co-op,812  Madison  Street,,60302,"812  Madison  Street, , 60302",(708) 948-7656,,,http://www.sugarbeet.coop,https://www.ncg.coop/,41.8799549,-87.7952739
Menomonie Market Food Co-op (Menomonie),Menomonie  Market  Food  Co-op ( Menomonie),"814  Main  Street,  East",,54751,"814  Main  Street,  East, , 54751",(715) 235-6533,info@mmfc.coop,,http://www.mmfc.coop,https://www.ncg.coop/,44.8761693,-91.9198737338923
Chico Natural Food,Chico  Natural  Food,818  Main  Street,Chico,95928,"818  Main  Street,  Chico, 95928",530 891-1713,,,Food for change,,39.72849,-121.83748
Chico Natural Foods Cooperative,Chico  Natural  Foods  Cooperative,818  Main  Street,Chico,95928,"818  Main  Street,  Chico, 95928",(530) 891-1713,news@chiconatural.com,,http://www.chiconaturalfoods.coop,https://www.ncg.coop/,39.7257985,-121.8356382
ChicoNaturalFoods,Chico Natural Foods,818 Main Street,Chico,95928,"818 Main Street,  Chico, 95928",530-891-1713,http://www.chiconatural.com,,https://www.nationalco-opdirectory.com,,,
City Market,City  Market,82  South  Winooski  Avenue,Burlington,5401,"82  South  Winooski  Avenue,  Burlington, 05401",802 861-9700,,,Food for change,,39.76880625,-86.1534507725198
City Market/Onion River Co-op (Downtown),City  Market/ Onion  River  Co-op ( Downtown),82  South  Winooski  Avenue,Burlington,5401,"82  South  Winooski  Avenue,  Burlington, 05401",(802) 861-9700,,,http://www.citymarket.coop,https://www.ncg.coop/,39.087506,-108.461559
CityMarketOnionRiverCo-op(2stores)•Downtown,City Market Onion River Co-op(2stores)• Downtown,82 S Winooski Ave,Burlington,5401,"82 S Winooski Ave,  Burlington, 05401",802-861-9700,http://www.citymarket.coop,,https://www.nationalco-opdirectory.com,,,
Hungry Hollow Co-op,Hungry  Hollow  Co-op,841  Chestnut  Ridge  Road,,10977,"841  Chestnut  Ridge  Road, , 10977",(845) 356-3319,,,http://www.hungryhollow.org,https://www.ncg.coop/,38.768233,-96.131268
Weavers Way Co-op,Weavers  Way  Co-op,8424  Germantown  Avenue,,19118,"8424  Germantown  Avenue, , 19118",215 866-9150,,,Food for change,,40.04658745,-75.196009105185
Assabet Co-op Market,Assabet  Co-op  Market,86  Powder  Mill  Road,Maynard,1754,"86  Powder  Mill  Road,  Maynard, 01754",(267) 405-3128,,,http://www.assabetmarket.coop,https://www.ncg.coop/,43.7183994,-72.2735037047923
Co-opportunity Market (Culver City),Co-opportunity  Market ( Culver  City),8770  Washington  Blvd.,Culver  City,90232,"8770  Washington  Blvd.,  Culver  City, 90232",(323) 970-3060,service@coopportunity.com,,http://www.coopportunity.com,https://www.ncg.coop/,34.0283423,-118.3858088
Boise Consumer Cooperative,Boise  Consumer  Cooperative,888  West  Fort  Street,Boise,83702,"888  West  Fort  Street,  Boise, 83702",208 472-4500,,,Food for change,,43.607822,-116.202541
Boise Co-op (North End),Boise  Co-op ( North  End),888  West  Fort  Street,Boise,83702,"888  West  Fort  Street,  Boise, 83702",(208) 472-4500,,,http://www.boise.coop,https://www.ncg.coop/,43.62270275,-116.19828049978
BoiseConsumerCo-op(2Stores)•BoiseCo-opNorthEnd,Boise Consumer Co-op(2 Stores)• Boise Co-op North End,888 W. Fort Street,Boise,83702,"888 W. Fort Street,  Boise, 83702",208-472-4500,http://www.boise.coop,,https://www.nationalco-opdirectory.com,,,
George Street Co-op Natural Foods,George  Street  Co-op  Natural  Foods,89  Morris  Street,,8901,"89  Morris  Street, , 08901",732 247-8280,,,Food for change,,37.973316,-100.889435
Middlebury Natural Foods Co-op,Middlebury  Natural  Foods  Co-op,9  Washington  Street,,5753,"9  Washington  Street, , 05753",(802) 388-7276,info@middleburycoop.com,,http://www.middleburycoop.com,https://www.ncg.coop/,44.0150289,-73.1652321306545
French Broad Food Co-op,French  Broad  Food  Co-op,90  Biltmore  Avenue,,28801,"90  Biltmore  Avenue, , 28801",(828) 255-7650,,,http://www.frenchbroadfood.coop,https://www.ncg.coop/,35.59170485,-82.5504841645056
The Community Mercantile,The  Community  Mercantile,901  Iowa  Street,,66044,"901  Iowa  Street, , 66044",785 843-8544,,,Food for change,,41.2567711,-95.9271278830626
The Merc Co+op (Lawrence),The  Merc  Co+op ( Lawrence),901  Iowa  Street,,66044,"901  Iowa  Street, , 66044",(785) 843-8544,ownerservices@themerc.coop,,https://www.themerc.coop,https://www.ncg.coop/,39.452616,-104.744427
Community Food Co-op - Bozeman (West Main),Community  Food  Co-op -  Bozeman ( West  Main),908  West  Main  St.,Bozeman,59715,"908  West  Main  St.,  Bozeman, 59715",(406) 587-4039,info@bozo.coop,,http://www.bozo.coop,https://www.ncg.coop/,45.679064,-111.0499243
Community Food Co-op,Community  Food  Co-op,908  West  Main  Street,Bozeman,59715,"908  West  Main  Street,  Bozeman, 59715",406 587-4039,,,Food for change,,45.679064,-111.0499243
CommunityFoodCo-op(2stores)•1stlocation,Community Food Co-op(2stores)•1stlocation,908 W. Main Street,Bozeman,59715,"908 W. Main Street,  Bozeman, 59715",406-587-4039,http://www.bozo.coop,,https://www.nationalco-opdirectory.com,,,
Willimantic Food Co-op,Willimantic  Food  Co-op,91  Valley  Street,,6226,"91  Valley  Street, , 06226",(860) 456-3611,willifoodcoop@snet.net,,http://www.willimanticfood.coop,https://www.ncg.coop/,41.7135275,-72.2111435
Plum Creek Food Co-op Inc,Plum  Creek  Food  Co-op  Inc,910 4th  Avenue,,56101,"910 4th  Avenue, , 56101",507 831-1882,,,Food for change,,37.12984,-80.5006
La Montañita Co-op (Santa Fe),La  Montañita  Co-op ( Santa  Fe),913  West  Alameda,,87501,"913  West  Alameda, , 87501",(505) 984-2852,,,http://www.lamontanita.coop,https://www.ncg.coop/,35.664509,-105.970268
